Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,V2,Stdout,Stderr
2303,:,1669904436.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/96_36.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/96_36.cnf,,"120.735_117.092_3.309"
2305,:,1669904436.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/20_22.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/20_22.cnf,,"120.657_117.046_3.308"
2304,:,1669904436.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/22_91.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/22_91.cnf,,"120.696_117.512_2.847"
2366,:,1669904556.000,1.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/4_24.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/4_24.cnf,,"0.806_0.772_0.031"
2370,:,1669904557.000,1.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/19_13.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/19_13.cnf,,"0.701_0.679_0.020"
2372,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/0_1.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/0_1.cnf,,"0.015_0.004_0.011"
2373,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/3_4.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/3_4.cnf,,"0.015_0.006_0.009"
2374,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/2_5.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/2_5.cnf,,"0.014_0.009_0.005"
2375,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/5_4.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/5_4.cnf,,"0.014_0.007_0.007"
2376,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/4_2.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/4_2.cnf,,"0.014_0.011_0.003"
2377,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/1_0.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/1_0.cnf,,"0.012_0.006_0.006"
2378,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/3_0.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/3_0.cnf,,"0.013_0.007_0.006"
2379,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/0_3.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/0_3.cnf,,"0.013_0.005_0.008"
2380,:,1669904558.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Montenegro/pcnf/3_1.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Montenegro/pcnf/3_1.cnf,,"0.011_0.003_0.008"
2306,:,1669904437.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/34_37.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/34_37.cnf,,"120.596_117.771_2.495"
2371,:,1669904557.000,1.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/5_15.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/5_15.cnf,,"1.082_1.046_0.034"
2307,:,1669904438.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/97_57.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/97_57.cnf,,"120.664_117.096_3.262"
2308,:,1669904438.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/113_32.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/113_32.cnf,,"120.671_117.048_3.287"
2369,:,1669904557.000,3.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/3_0.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/3_0.cnf,,"3.586_3.424_0.151"
2309,:,1669904440.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovakia/pcnf/1_92.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovakia/pcnf/1_92.cnf,,"120.659_116.921_3.424"
2367,:,1669904556.000,5.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/22_3.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/22_3.cnf,,"4.831_4.702_0.114"
2368,:,1669904557.000,7.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/9_4.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/9_4.cnf,,"7.533_7.346_0.167"
2364,:,1669904556.000,9.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Luxembourg/pcnf/12_22.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Luxembourg/pcnf/12_22.cnf,,"8.765_8.486_0.252"
2352,:,1669904449.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/33_96.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/33_96.cnf,,"120.597_117.535_2.742"
2353,:,1669904450.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/26_83.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/26_83.cnf,,"120.626_117.342_2.929"
2354,:,1669904450.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/21_9.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/21_9.cnf,,"120.616_117.489_2.819"
2355,:,1669904450.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/12_48.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/12_48.cnf,,"120.590_118.009_2.243"
2356,:,1669904451.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/93_73.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/93_73.cnf,,"120.671_117.016_3.318"
2357,:,1669904451.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/1_50.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/1_50.cnf,,"120.625_117.440_2.884"
2358,:,1669904453.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/62_39.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/62_39.cnf,,"120.627_117.328_2.994"
2359,:,1669904457.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/71_87.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/71_87.cnf,,"120.607_117.556_2.709"
2360,:,1669904555.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/15_38.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/15_38.cnf,,"120.732_117.280_3.048"
2361,:,1669904555.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Belgium/pcnf/43_65.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Belgium/pcnf/43_65.cnf,,"120.727_116.958_3.392"
2381,:,1669904558.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/64_81.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/64_81.cnf,,"120.604_117.576_2.666"
2382,:,1669904558.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/71_31.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/71_31.cnf,,"120.754_116.925_3.441"
2383,:,1669904558.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/35_40.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/35_40.cnf,,"120.736_116.731_3.643"
2384,:,1669904558.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/3_32.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/3_32.cnf,,"120.711_116.911_3.469"
2385,:,1669904559.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/34_69.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/34_69.cnf,,"120.674_116.743_3.609"
2386,:,1669904560.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/5_25.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/5_25.cnf,,"120.639_117.569_2.715"
2387,:,1669904561.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/63_60.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/63_60.cnf,,"120.608_117.533_2.756"
2388,:,1669904561.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/20_65.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/20_65.cnf,,"120.607_117.968_2.268"
2389,:,1669904564.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/21_27.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/21_27.cnf,,"120.680_116.882_3.465"
2390,:,1669904565.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Netherlands/pcnf/54_79.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Netherlands/pcnf/54_79.cnf,,"120.607_117.877_2.367"
2391,:,1669904570.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/172_186.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/172_186.cnf,,"120.643_117.108_3.174"
2392,:,1669904570.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/201_224.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/201_224.cnf,,"120.664_117.278_3.019"
2393,:,1669904571.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/205_427.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/205_427.cnf,,"120.656_117.341_2.959"
2394,:,1669904571.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/109_33.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/109_33.cnf,,"120.689_117.265_3.059"
2395,:,1669904572.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/126_114.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/126_114.cnf,,"120.716_117.328_3.025"
2396,:,1669904572.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/147_233.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/147_233.cnf,,"120.710_117.385_2.987"
2397,:,1669904573.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/437_334.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/437_334.cnf,,"120.660_117.199_3.001"
2398,:,1669904578.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/216_100.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/216_100.cnf,,"120.657_117.387_2.901"
2400,:,1669904675.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/94_80.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/94_80.cnf,,"120.685_117.445_2.879"
2399,:,1669904675.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Norway/pcnf/246_54.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Norway/pcnf/246_54.cnf,,"120.782_117.308_3.028"
2401,:,1669904678.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/211_7.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/211_7.cnf,,"120.609_117.236_3.043"
2402,:,1669904679.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/48_316.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/48_316.cnf,,"120.726_117.383_2.981"
2403,:,1669904679.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/321_168.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/321_168.cnf,,"120.735_117.469_2.904"
2404,:,1669904679.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/317_94.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/317_94.cnf,,"120.620_117.355_2.933"
2405,:,1669904679.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/236_39.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/236_39.cnf,,"120.688_117.366_2.924"
2406,:,1669904681.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/302_321.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/302_321.cnf,,"120.678_117.421_2.884"
2407,:,1669904682.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/145_221.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/145_221.cnf,,"120.671_117.368_2.939"
2408,:,1669904682.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/255_250.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/255_250.cnf,,"120.637_117.440_2.871"
2409,:,1669904685.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/19_309.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/19_309.cnf,,"120.660_117.465_2.824"
2410,:,1669904685.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Poland/pcnf/233_21.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Poland/pcnf/233_21.cnf,,"120.643_117.437_2.866"
2411,:,1669904691.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/16_83.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/16_83.cnf,,"120.606_117.520_2.759"
2412,:,1669904691.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/165_14.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/165_14.cnf,,"120.655_117.375_2.948"
2413,:,1669904691.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/110_124.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/110_124.cnf,,"120.662_117.434_2.864"
2414,:,1669904692.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/187_194.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/187_194.cnf,,"120.607_117.815_2.440"
2415,:,1669904692.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/19_45.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/19_45.cnf,,"120.595_117.973_2.299"
2416,:,1669904692.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/171_81.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/171_81.cnf,,"120.637_117.697_2.620"
2417,:,1669904694.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/142_154.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/142_154.cnf,,"120.646_117.280_3.026"
2418,:,1669904698.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/92_10.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/92_10.cnf,,"120.657_117.386_2.909"
2419,:,1669904796.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/201_30.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/201_30.cnf,,"120.606_117.861_2.395"
2420,:,1669904796.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Portugal/pcnf/100_59.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Portugal/pcnf/100_59.cnf,,"120.686_117.189_3.123"
2421,:,1669904799.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/312_488.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/312_488.cnf,,"120.661_117.217_3.087"
2468,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/5_7.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/5_7.cnf,,"0.024_0.017_0.007"
2469,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/1_7.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/1_7.cnf,,"0.022_0.015_0.007"
2470,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/6_9.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/6_9.cnf,,"0.010_0.004_0.006"
2471,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/3_9.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/3_9.cnf,,"0.015_0.009_0.005"
2472,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/9_8.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/9_8.cnf,,"0.013_0.006_0.007"
2473,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/6_0.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/6_0.cnf,,"0.028_0.018_0.010"
2474,:,1669904920.000,0.000,0,0,0,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Slovenia/pcnf/2_1.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Slovenia/pcnf/2_1.cnf,,"0.019_0.013_0.007"
2423,:,1669904800.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/534_102.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/534_102.cnf,,"120.617_117.509_2.783"
2422,:,1669904799.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/71_334.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/71_334.cnf,,"120.697_117.294_3.044"
2424,:,1669904800.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/300_653.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/300_653.cnf,,"120.660_117.631_2.647"
2425,:,1669904800.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/317_434.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/317_434.cnf,,"120.648_117.053_3.251"
2426,:,1669904802.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/435_248.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/435_248.cnf,,"120.675_117.061_3.258"
2427,:,1669904802.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/201_47.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/201_47.cnf,,"120.708_117.066_3.271"
2428,:,1669904803.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/261_234.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/261_234.cnf,,"120.661_117.197_3.123"
2429,:,1669904806.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/253_174.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/253_174.cnf,,"120.682_117.264_3.069"
2430,:,1669904806.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Romania/pcnf/401_66.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Romania/pcnf/401_66.cnf,,"120.577_117.566_2.702"
2458,:,1669904812.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/135_867.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/135_867.cnf,,"120.720_117.543_2.805"
2459,:,1669904812.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/496_619.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/496_619.cnf,,"120.875_117.402_2.999"
2460,:,1669904812.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/414_1067.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/414_1067.cnf,,"120.801_117.455_2.968"
2461,:,1669904812.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/380_388.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/380_388.cnf,,"120.763_117.349_3.020"
2462,:,1669904813.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/462_251.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/462_251.cnf,,"120.678_117.504_2.803"
2463,:,1669904813.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/921_914.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/921_914.cnf,,"120.677_117.773_2.525"
2464,:,1669904815.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/166_5.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/166_5.cnf,,"120.721_117.278_2.943"
2465,:,1669904819.000,121.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/286_695.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/286_695.cnf,,"120.661_117.406_2.875"
2466,:,1669904917.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/40_720.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/40_720.cnf,,"120.713_117.514_2.783"
2467,:,1669904917.000,120.000,0,0,137,0,"time (bash -c 'ulimit -t 120;  ganak -q instances/power_transmission_grid/europe/Russia/pcnf/507_35.cnf >> /dev/null')",3,instances/power_transmission_grid/europe/Russia/pcnf/507_35.cnf,,"120.701_117.358_2.944"
